epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1953,1.23349,0.64031,0.92383,0.55192,0.38828,0.41528,0.22018,1.7376,1.4128,1.03802,0.0092575,0.0092575,0.0092575
17,2077.14,1.22301,0.63195,0.92333,0.61338,0.37823,0.41769,0.23542,1.76875,1.32544,1.07146,0.009208,0.009208,0.009208
18,2204.35,1.21646,0.62547,0.92146,0.66006,0.39461,0.43549,0.23964,1.73886,1.2078,1.06134,0.0091585,0.0091585,0.0091585
19,2330.12,1.20434,0.6194,0.91811,0.63648,0.38011,0.42031,0.22614,1.77181,1.36046,1.06295,0.009109,0.009109,0.009109
20,2455.92,1.19576,0.61308,0.91523,0.63265,0.37328,0.42068,0.23871,1.73184,1.2818,1.05917,0.0090595,0.0090595,0.0090595
21,2580.43,1.19567,0.61126,0.91864,0.47438,0.38694,0.40623,0.22982,1.754,1.32036,1.06235,0.00901,0.00901,0.00901
22,2706.02,1.18963,0.60842,0.91373,0.65898,0.34758,0.40351,0.22905,1.76144,1.45534,1.06877,0.0089605,0.0089605,0.0089605
23,2830.4,1.17683,0.60086,0.91389,0.6047,0.36505,0.41447,0.23853,1.74397,1.32004,1.08177,0.008911,0.008911,0.008911
24,2955.05,1.17491,0.59714,0.91105,0.62913,0.37273,0.40916,0.22754,1.7618,1.36524,1.07958,0.0088615,0.0088615,0.0088615
25,3079.88,1.18002,0.59473,0.91199,0.58674,0.37108,0.42189,0.23328,1.72289,1.36051,1.06059,0.008812,0.008812,0.008812
26,3205.17,1.15659,0.58622,0.9092,0.52059,0.38538,0.42033,0.23812,1.81111,1.36393,1.08076,0.0087625,0.0087625,0.0087625
27,3329.57,1.15516,0.5857,0.90728,0.62636,0.38691,0.42798,0.23933,1.70428,1.31121,1.04288,0.008713,0.008713,0.008713
28,3454.49,1.15065,0.58028,0.90551,0.60265,0.39169,0.4364,0.2426,1.69522,1.3121,1.0353,0.0086635,0.0086635,0.0086635
29,3578.89,1.14614,0.57821,0.90569,0.53835,0.34998,0.39788,0.22423,1.70723,1.37316,1.05825,0.008614,0.008614,0.008614
30,3703.45,1.15203,0.58112,0.90659,0.59655,0.37642,0.40395,0.22469,1.78362,1.31841,1.07474,0.0085645,0.0085645,0.0085645
31,3829.14,1.13937,0.57186,0.90446,0.58775,0.39288,0.42143,0.22738,1.71138,1.32768,1.05476,0.008515,0.008515,0.008515
32,3953.86,1.13882,0.5711,0.9035,0.52711,0.36851,0.3921,0.22168,1.80709,1.33404,1.07914,0.0084655,0.0084655,0.0084655
33,4078.72,1.13494,0.56921,0.90211,0.68084,0.38239,0.43375,0.25,1.6936,1.27293,1.04083,0.008416,0.008416,0.008416
34,4205.87,1.13233,0.56615,0.90143,0.64052,0.38845,0.43466,0.24274,1.73421,1.29314,1.06266,0.0083665,0.0083665,0.0083665
35,4330.18,1.12523,0.56069,0.90079,0.63903,0.37365,0.42444,0.23309,1.71692,1.26935,1.04888,0.008317,0.008317,0.008317
36,4455.45,1.11906,0.55836,0.89864,0.65438,0.37324,0.43333,0.24954,1.7397,1.27606,1.06115,0.0082675,0.0082675,0.0082675
37,4580.32,1.11592,0.55618,0.89913,0.62675,0.39918,0.43953,0.24873,1.73443,1.25325,1.05589,0.008218,0.008218,0.008218
38,4705.66,1.11063,0.55316,0.89702,0.62625,0.39145,0.42627,0.24063,1.70405,1.30781,1.05389,0.0081685,0.0081685,0.0081685
39,4829.92,1.1138,0.55483,0.89714,0.64177,0.3735,0.43805,0.25307,1.70021,1.35321,1.03837,0.008119,0.008119,0.008119
40,4955.7,1.10528,0.55081,0.89574,0.58951,0.37201,0.41774,0.23503,1.72916,1.35257,1.05176,0.0080695,0.0080695,0.0080695
41,5079.43,1.1038,0.54816,0.89614,0.49447,0.39699,0.42453,0.2432,1.7944,1.3513,1.08952,0.00802,0.00802,0.00802
42,5204.09,1.09804,0.54411,0.89509,0.54247,0.36671,0.38995,0.22379,1.77125,1.40205,1.07821,0.0079705,0.0079705,0.0079705
43,5328.31,1.09706,0.54465,0.89291,0.51551,0.39471,0.40512,0.22965,1.76158,1.42044,1.05665,0.007921,0.007921,0.007921
44,5452.32,1.0939,0.54341,0.89309,0.55573,0.37184,0.41194,0.23452,1.74578,1.37372,1.05825,0.0078715,0.0078715,0.0078715
45,5576.68,1.08761,0.53922,0.89251,0.66928,0.34491,0.41139,0.23553,1.76348,1.28729,1.06194,0.007822,0.007822,0.007822
46,5700.33,1.08768,0.53921,0.89277,0.60861,0.36298,0.42402,0.23941,1.73085,1.32029,1.05576,0.0077725,0.0077725,0.0077725
47,5824.13,1.08483,0.53689,0.89363,0.6348,0.36243,0.42084,0.23888,1.77705,1.34606,1.06761,0.007723,0.007723,0.007723
48,5948.48,1.07935,0.53293,0.89024,0.61008,0.37936,0.42217,0.23944,1.75076,1.31559,1.07316,0.0076735,0.0076735,0.0076735
49,6072.72,1.07943,0.53193,0.89147,0.61138,0.37532,0.41847,0.23532,1.75494,1.35133,1.06756,0.007624,0.007624,0.007624
50,6197.94,1.0725,0.52846,0.88989,0.57735,0.37519,0.41836,0.24286,1.70755,1.33886,1.0454,0.0075745,0.0075745,0.0075745
51,6321.89,1.07222,0.52869,0.89065,0.62144,0.37555,0.42309,0.2323,1.78976,1.34352,1.07049,0.007525,0.007525,0.007525
52,6446.05,1.06855,0.52725,0.88791,0.58343,0.38476,0.43526,0.24091,1.74393,1.32409,1.05628,0.0074755,0.0074755,0.0074755
53,6569.85,1.0695,0.52815,0.88788,0.60935,0.38504,0.43624,0.24472,1.76575,1.29233,1.06816,0.007426,0.007426,0.007426
54,6694.18,1.06044,0.5229,0.88562,0.58084,0.38204,0.43045,0.2474,1.72732,1.32656,1.05174,0.0073765,0.0073765,0.0073765
55,6818.96,1.06369,0.52189,0.88748,0.53712,0.37106,0.41609,0.23807,1.73308,1.41816,1.05213,0.007327,0.007327,0.007327
56,6942.52,1.05414,0.51925,0.88679,0.59141,0.37342,0.42088,0.24382,1.7099,1.36771,1.0408,0.0072775,0.0072775,0.0072775
57,7066.01,1.06132,0.52069,0.88551,0.61304,0.36386,0.41663,0.2385,1.72096,1.30637,1.05716,0.007228,0.007228,0.007228
58,7191.01,1.05842,0.52078,0.8871,0.58716,0.35796,0.41268,0.23963,1.7239,1.36761,1.05894,0.0071785,0.0071785,0.0071785
59,7317.19,1.0489,0.5178,0.88533,0.61917,0.35635,0.42198,0.24466,1.73109,1.40662,1.0498,0.007129,0.007129,0.007129
60,7445.65,1.04662,0.51566,0.88459,0.59934,0.37608,0.41535,0.23525,1.77804,1.34135,1.07924,0.0070795,0.0070795,0.0070795
61,7575.05,1.04865,0.51307,0.88537,0.64067,0.37774,0.43132,0.25013,1.72129,1.27736,1.05361,0.00703,0.00703,0.00703
62,7706.08,1.04837,0.51336,0.88406,0.61142,0.39152,0.43146,0.24755,1.73343,1.29023,1.04575,0.0069805,0.0069805,0.0069805
63,7837.63,1.0391,0.50998,0.88185,0.66404,0.38111,0.43282,0.25018,1.77826,1.27555,1.06797,0.006931,0.006931,0.006931
64,7970.59,1.03667,0.50899,0.88303,0.60819,0.36842,0.41654,0.242,1.73463,1.28944,1.04921,0.0068815,0.0068815,0.0068815
65,8104.06,1.03402,0.50662,0.88167,0.64684,0.35962,0.42555,0.24223,1.72573,1.33717,1.04716,0.006832,0.006832,0.006832
66,8238.12,1.03827,0.50746,0.88268,0.66645,0.35334,0.42725,0.24279,1.72545,1.3266,1.0463,0.0067825,0.0067825,0.0067825
67,8371.52,1.03771,0.50585,0.88439,0.72153,0.36756,0.43622,0.24829,1.74645,1.35094,1.05636,0.006733,0.006733,0.006733
68,8506.83,1.02776,0.50276,0.87983,0.632,0.37369,0.4264,0.24205,1.77639,1.35213,1.071,0.0066835,0.0066835,0.0066835
69,8642.27,1.03012,0.50551,0.88149,0.56648,0.38333,0.42242,0.24049,1.73426,1.35326,1.05517,0.006634,0.006634,0.006634
70,8778.11,1.02987,0.5018,0.88176,0.6581,0.35305,0.41109,0.23658,1.75505,1.35283,1.06933,0.0065845,0.0065845,0.0065845
71,8914.23,1.02334,0.49963,0.88048,0.58671,0.36907,0.39554,0.22187,1.75189,1.37352,1.06804,0.006535,0.006535,0.006535
72,9051.87,1.02062,0.50097,0.87893,0.64338,0.36068,0.41725,0.23833,1.73025,1.38918,1.05856,0.0064855,0.0064855,0.0064855
73,9188.68,1.02042,0.49833,0.8791,0.60869,0.36577,0.4217,0.23866,1.7349,1.35907,1.05988,0.006436,0.006436,0.006436
74,9327.23,1.02083,0.49697,0.88028,0.65542,0.36314,0.41968,0.23911,1.71762,1.33621,1.04242,0.0063865,0.0063865,0.0063865
75,9466.29,1.01567,0.49482,0.87804,0.6111,0.37703,0.41096,0.23449,1.73204,1.40186,1.05092,0.006337,0.006337,0.006337
76,9605.75,1.01626,0.49486,0.87718,0.61678,0.36522,0.40383,0.22845,1.77363,1.36651,1.07528,0.0062875,0.0062875,0.0062875
77,9745.34,1.00584,0.49103,0.87339,0.61947,0.35975,0.41633,0.23489,1.78518,1.40577,1.06515,0.006238,0.006238,0.006238
78,9885.08,1.00753,0.48925,0.87592,0.6628,0.35131,0.40569,0.23036,1.81197,1.37411,1.07784,0.0061885,0.0061885,0.0061885
79,10026.2,1.00489,0.49095,0.87642,0.70375,0.35387,0.41913,0.24092,1.77344,1.37134,1.07256,0.006139,0.006139,0.006139
80,10167.1,1.00572,0.48899,0.87505,0.71148,0.36361,0.42683,0.24735,1.76338,1.40299,1.06359,0.0060895,0.0060895,0.0060895
81,10309.3,1.00728,0.48935,0.87631,0.69107,0.35655,0.42113,0.24331,1.77881,1.37676,1.07367,0.00604,0.00604,0.00604
82,10451.5,1.00226,0.4893,0.87493,0.6288,0.36716,0.42018,0.24483,1.74235,1.35231,1.05844,0.0059905,0.0059905,0.0059905
83,10592.2,1.00035,0.48763,0.87515,0.64609,0.3488,0.41261,0.23831,1.75848,1.42308,1.05897,0.005941,0.005941,0.005941
84,10734.5,0.99962,0.48636,0.875,0.66541,0.35678,0.42019,0.23973,1.7724,1.39147,1.07215,0.0058915,0.0058915,0.0058915
85,10876.2,0.992,0.48246,0.87443,0.64121,0.36146,0.41597,0.24396,1.76445,1.3379,1.071,0.005842,0.005842,0.005842
86,11018.8,0.99291,0.48204,0.87295,0.59912,0.36239,0.41401,0.23801,1.76303,1.34892,1.0676,0.0057925,0.0057925,0.0057925
87,11162.1,0.99314,0.48222,0.87405,0.65809,0.36337,0.42113,0.24181,1.77383,1.33989,1.06435,0.005743,0.005743,0.005743
88,11306.7,0.98245,0.47847,0.87268,0.6612,0.35438,0.41873,0.24076,1.79619,1.35373,1.07296,0.0056935,0.0056935,0.0056935
89,11451.1,0.98364,0.47864,0.87111,0.64083,0.35969,0.41899,0.2444,1.74836,1.35407,1.05641,0.005644,0.005644,0.005644
